Make,Model,Year,Fuel Type,Transmission,Customer ID,Customer Location,Customer Age,Customer Gender,Sale Price,Discount,Taxes,Final Price,Payment Method,Registration Number,Registration Date,Expiry Date,Dealer Name,Dealer Location,Ownership Status,Warranty Period,Loan Status,Insurance Provider
Nissan,Altima,2019,Diesel,Automatic,CUST9780,Dallas,26,Male,43368.8,3767.25,3469.5,43071.05,Credit Card,REG-74123,10-05-2022,09-02-2026,DriveTime,New York,New,2 years,Pending,Progressive
Ford,Escape,2020,Hybrid,Automatic,CUST9358,Boston,51,Male,73046.55,3505.62,5843.72,75384.65,Credit Card,REG-90035,24-05-2024,06-01-2027,DriveTime,San Francisco,Used,No Warranty,Pending,Geico
Toyota,Corolla,2015,Electric,Automatic,CUST3564,Seattle,54,Female,43047.78,1551.62,3443.82,44939.98,Bank Transfer,REG-46199,07-07-2023,31-05-2028,Local Dealer,Miami,Used,No Warranty,Rejected,Geico
Ford,Fusion,2023,Petrol,Manual,CUST7362,Houston,39,Female,58956.06,2655.83,4716.48,61016.71,Credit Card,REG-22804,13-05-2023,30-08-2024,AutoNation,Dallas,New,2 years,Pending,Progressive
Chevrolet,Malibu,2020,Hybrid,Automatic,CUST5911,San Francisco,70,Other,49594.39,1802.89,3967.55,51759.05,Cash,REG-96002,25-08-2024,08-07-2029,Vroom,Boston,New,4 years,Pending,Liberty Mutual
Ford,Focus,2022,Electric,Manual,CUST9446,San Francisco,52,Female,62438.68,3967.72,4995.09,63466.05,Bank Transfer,REG-40127,10-11-2021,26-10-2024,TrueCar,Chicago,New,4 years,Rejected,Allstate
Mercedes,E-Class,2019,Diesel,Manual,CUST3309,New York,38,Female,48745.23,3753.73,3899.62,48891.12,Cash,REG-30245,10-03-2021,07-09-2022,AutoNation,Los Angeles,Used,No Warranty,Approved,State Farm
Audi,Q7,2017,Electric,Manual,CUST6565,New York,61,Female,74026.66,495.71,5922.13,79453.08,Financed Loan,REG-73482,11-07-2024,21-08-2025,TrueCar,Denver,New,2 years,Approved,Liberty Mutual
Nissan,Murano,2016,Electric,Automatic,CUST6286,Denver,30,Male,31843.28,2676.7,2547.46,31714.04,Bank Transfer,REG-46840,16-04-2024,14-04-2029,DriveTime,Miami,New,2 years,Pending,State Farm
Nissan,Altima,2021,Petrol,Manual,CUST5480,Chicago,61,Female,38188.16,4525.58,3055.05,36717.63,Financed Loan,REG-11842,28-07-2024,31-12-2025,Local Dealer,New York,New,3 years,Pending,Progressive
Hyundai,Santa Fe,2015,Electric,Automatic,CUST7165,Seattle,33,Male,53725.12,123.01,4298.01,57900.12,Credit Card,REG-30139,04-04-2022,08-05-2025,CarMax,Denver,Used,No Warranty,Approved,Progressive
Kia,Sorento,2017,Electric,Manual,CUST1482,Seattle,41,Male,26390.21,1898.05,2111.22,26603.38,Cash,REG-11425,21-09-2024,22-10-2028,Vroom,Houston,Used,No Warranty,Rejected,Geico
BMW,3 Series,2016,Petrol,Manual,CUST4769,Houston,61,Other,23266.22,4225.74,1861.3,20901.78,Cash,REG-24272,19-10-2024,19-01-2026,Local Dealer,Denver,New,2 years,Pending,Allstate
Mercedes,GLA,2015,Electric,Automatic,CUST1660,San Francisco,39,Female,50792.47,3602.18,4063.4,51253.69,Credit Card,REG-32094,20-07-2024,31-12-2027,DriveTime,Boston,Used,No Warranty,Pending,Allstate
Kia,Sorento,2018,Hybrid,Automatic,CUST8140,Boston,63,Male,79935.83,2073.48,6394.87,84257.22,Financed Loan,REG-57022,22-10-2020,08-03-2025,Vroom,Denver,New,4 years,Pending,Allstate
Chevrolet,Equinox,2018,Hybrid,Manual,CUST8333,Dallas,18,Other,30977.8,542.52,2478.22,32913.5,Credit Card,REG-42425,09-08-2021,20-01-2024,Vroom,Seattle,New,3 years,Approved,Allstate
Kia,Seltos,2021,Electric,Automatic,CUST8136,San Francisco,37,Female,66636.99,2887.86,5330.96,69080.09,Financed Loan,REG-37166,10-05-2024,15-03-2026,Local Dealer,Los Angeles,Used,No Warranty,Rejected,Allstate
Chevrolet,Tahoe,2023,Petrol,Manual,CUST1089,Los Angeles,36,Male,79231.92,1697.82,6338.55,83872.65,Financed Loan,REG-13429,27-06-2024,23-10-2026,TrueCar,Miami,New,5 years,Rejected,State Farm
Audi,Q5,2019,Electric,Automatic,CUST6816,New York,27,Male,55858.16,4800.43,4468.65,55526.38,Financed Loan,REG-23654,14-04-2023,21-12-2027,Vroom,Seattle,New,2 years,Approved,Allstate
BMW,X5,2018,Electric,Automatic,CUST1992,San Francisco,60,Male,37792.9,4351.7,3023.43,36464.63,Bank Transfer,REG-78858,01-01-2021,21-08-2024,TrueCar,Miami,Used,No Warranty,Pending,Progressive
BMW,3 Series,2015,Electric,Manual,CUST8491,Los Angeles,21,Female,10212.2,2640.63,816.98,8388.55,Cash,REG-79382,08-03-2021,21-09-2025,Local Dealer,San Francisco,Used,No Warranty,Rejected,Progressive
Ford,Focus,2018,Hybrid,Automatic,CUST2339,Houston,66,Male,36244.57,4262.15,2899.57,34881.99,Credit Card,REG-67975,09-08-2020,13-10-2024,CarMax,Los Angeles,New,2 years,Rejected,Liberty Mutual
Nissan,Altima,2016,Petrol,Automatic,CUST5515,Boston,28,Female,26008.86,3448.64,2080.71,24640.93,Cash,REG-24027,02-10-2021,29-08-2026,AutoNation,Los Angeles,Used,No Warranty,Rejected,Allstate
Mercedes,GLA,2024,Petrol,Automatic,CUST8923,Miami,66,Female,75813.44,4040.29,6065.08,77838.23,Credit Card,REG-14434,23-08-2023,10-10-2024,Local Dealer,Boston,Used,No Warranty,Approved,State Farm
Ford,Fusion,2020,Diesel,Manual,CUST8688,Chicago,22,Other,76782.29,570.91,6142.58,82353.96,Credit Card,REG-83478,28-04-2022,07-10-2023,Vroom,Seattle,New,4 years,Rejected,Liberty Mutual
Honda,Civic,2016,Electric,Manual,CUST2692,San Francisco,39,Female,8965.19,1312.33,717.22,8370.08,Credit Card,REG-29655,16-05-2021,04-07-2025,Vroom,Dallas,Used,No Warranty,Approved,Geico
Honda,CR-V,2021,Electric,Manual,CUST8257,Boston,69,Other,66616.66,3482.05,5329.33,68463.94,Credit Card,REG-44797,28-07-2022,02-11-2026,CarMax,Houston,Used,No Warranty,Pending,State Farm
Kia,Seltos,2015,Petrol,Automatic,CUST1000,Seattle,28,Female,20911.84,2565.7,1672.95,20019.09,Cash,REG-38087,01-04-2022,10-12-2025,TrueCar,Houston,Used,No Warranty,Rejected,State Farm
Audi,A3,2023,Electric,Automatic,CUST9519,Los Angeles,44,Male,16867.95,2108.31,1349.44,16109.08,Cash,REG-65112,31-07-2023,21-04-2026,CarMax,Chicago,New,5 years,Rejected,Liberty Mutual
Audi,Q7,2019,Petrol,Manual,CUST1579,Seattle,43,Male,50163.73,145.54,4013.1,54031.29,Cash,REG-51611,20-05-2024,08-09-2027,CarMax,San Francisco,Used,No Warranty,Pending,Liberty Mutual
Chevrolet,Equinox,2015,Hybrid,Automatic,CUST9310,San Francisco,61,Male,12093.77,2861.11,967.5,10200.16,Financed Loan,REG-30288,24-08-2021,27-10-2025,Vroom,Los Angeles,New,3 years,Approved,State Farm
Honda,Civic,2021,Petrol,Automatic,CUST7218,Chicago,70,Female,32171.67,267.72,2573.73,34477.68,Cash,REG-75211,25-11-2023,14-07-2026,TrueCar,Los Angeles,Used,No Warranty,Approved,Geico
Chevrolet,Equinox,2022,Electric,Manual,CUST4634,Houston,62,Other,61184.15,3901.64,4894.73,62177.24,Bank Transfer,REG-59132,15-05-2021,05-12-2023,DriveTime,Chicago,New,2 years,Pending,Geico
Chevrolet,Tahoe,2015,Diesel,Automatic,CUST2802,Seattle,29,Other,47203.7,4996.87,3776.3,45983.13,Bank Transfer,REG-88301,11-01-2022,04-05-2024,CarMax,Boston,Used,No Warranty,Rejected,Geico
Chevrolet,Traverse,2018,Diesel,Manual,CUST3034,Dallas,31,Female,48190.92,4540.7,3855.27,47505.49,Financed Loan,REG-52679,08-01-2025,15-03-2026,DriveTime,Seattle,Used,No Warranty,Pending,Allstate
Honda,CR-V,2022,Petrol,Automatic,CUST1489,Houston,28,Other,46761.24,1608.03,3740.9,48894.11,Financed Loan,REG-55471,03-04-2020,04-05-2024,CarMax,Miami,Used,No Warranty,Rejected,Progressive
Mercedes,E-Class,2023,Petrol,Manual,CUST9553,New York,42,Other,70803.65,4767.71,5664.29,71700.23,Credit Card,REG-49502,07-10-2020,12-05-2023,DriveTime,San Francisco,Used,No Warranty,Pending,Liberty Mutual
Ford,Explorer,2019,Diesel,Manual,CUST1567,New York,55,Female,79383.15,3416.93,6350.65,82316.87,Credit Card,REG-78052,27-12-2020,14-10-2023,Local Dealer,New York,Used,No Warranty,Pending,Liberty Mutual
Nissan,Altima,2016,Diesel,Manual,CUST3338,Los Angeles,58,Male,12163,1783.78,973.04,11352.26,Financed Loan,REG-95867,10-03-2022,11-07-2026,Vroom,Boston,Used,No Warranty,Approved,Allstate
Audi,Q5,2022,Petrol,Automatic,CUST4772,Seattle,59,Female,52041.98,1430.38,4163.36,54774.96,Bank Transfer,REG-57390,19-10-2022,03-06-2024,CarMax,Houston,New,2 years,Approved,State Farm
Kia,Soul,2017,Electric,Manual,CUST9451,Seattle,60,Female,42565.71,3765.4,3405.26,42205.57,Cash,REG-30537,30-11-2023,21-11-2028,Vroom,Seattle,New,1 years,Pending,Progressive
Hyundai,Santa Fe,2022,Petrol,Automatic,CUST5548,San Francisco,62,Other,55944.55,823.9,4475.56,59596.21,Credit Card,REG-63102,14-05-2022,05-11-2026,DriveTime,Chicago,Used,No Warranty,Rejected,Allstate
Kia,Sorento,2017,Diesel,Manual,CUST1091,Seattle,63,Male,69167.93,2086.21,5533.43,72615.15,Financed Loan,REG-14988,14-11-2021,22-03-2024,DriveTime,Miami,Used,No Warranty,Rejected,Geico
Nissan,Sentra,2019,Petrol,Manual,CUST7445,Dallas,58,Other,72460.83,4960.24,5796.87,73297.46,Cash,REG-47685,25-03-2020,28-06-2023,Local Dealer,Denver,Used,No Warranty,Rejected,Progressive
Chevrolet,Traverse,2024,Petrol,Automatic,CUST1255,Miami,57,Female,55489.1,4057.86,4439.13,55870.37,Bank Transfer,REG-13910,30-05-2020,05-11-2022,CarMax,Boston,New,4 years,Approved,Geico
Audi,Q5,2022,Diesel,Manual,CUST1469,Denver,18,Male,33494.98,1811.81,2679.6,34362.77,Credit Card,REG-43138,16-04-2022,30-03-2024,TrueCar,Dallas,Used,No Warranty,Rejected,Progressive
Hyundai,Elantra,2019,Diesel,Automatic,CUST1451,Chicago,53,Female,26075.41,4911.5,2086.03,23249.94,Bank Transfer,REG-33818,26-07-2024,08-03-2028,Local Dealer,Los Angeles,New,4 years,Pending,Allstate
Audi,Q5,2024,Diesel,Automatic,CUST9127,Houston,35,Female,78298.63,2758.57,6263.89,81803.95,Credit Card,REG-92527,26-09-2024,16-03-2028,DriveTime,Denver,New,2 years,Pending,Liberty Mutual
Chevrolet,Tahoe,2019,Diesel,Automatic,CUST5471,Denver,44,Male,15964.79,3526.84,1277.18,13715.13,Credit Card,REG-43435,02-10-2022,11-11-2024,DriveTime,Miami,Used,No Warranty,Rejected,State Farm
Toyota,Highlander,2024,Electric,Automatic,CUST2462,Denver,44,Male,70316.84,3421.88,5625.35,72520.31,Credit Card,REG-38769,14-09-2024,08-05-2029,TrueCar,Los Angeles,Used,No Warranty,Rejected,Progressive
Toyota,Camry,2023,Petrol,Manual,CUST8968,Denver,70,Other,66283.92,3904.93,5302.71,67681.7,Bank Transfer,REG-97108,30-04-2020,14-07-2021,Vroom,Chicago,Used,No Warranty,Approved,State Farm
Nissan,Sentra,2024,Petrol,Manual,CUST3115,Seattle,57,Male,10089.18,1060.9,807.13,9835.41,Bank Transfer,REG-59104,11-06-2021,27-07-2024,TrueCar,Miami,Used,No Warranty,Pending,Geico
Nissan,Murano,2022,Hybrid,Manual,CUST3164,Denver,41,Other,53280.44,3425.63,4262.44,54117.25,Bank Transfer,REG-46553,15-01-2025,28-01-2026,DriveTime,Los Angeles,Used,No Warranty,Approved,State Farm
BMW,X5,2016,Electric,Manual,CUST1299,Boston,46,Female,17135.48,3673.55,1370.84,14832.77,Cash,REG-59050,18-04-2022,10-02-2027,TrueCar,Miami,New,2 years,Pending,Liberty Mutual
Toyota,Highlander,2018,Hybrid,Manual,CUST6052,Miami,56,Male,58390.61,832.37,4671.25,62229.49,Financed Loan,REG-79102,26-05-2020,22-12-2022,AutoNation,San Francisco,New,5 years,Pending,Progressive
Chevrolet,Tahoe,2023,Petrol,Manual,CUST5603,Miami,49,Female,66350.15,4565.87,5308.01,67092.29,Credit Card,REG-57938,14-04-2022,16-09-2026,CarMax,San Francisco,Used,No Warranty,Pending,Allstate
Mercedes,GLA,2018,Hybrid,Manual,CUST1718,Dallas,32,Male,32494.17,2516.65,2599.53,32577.05,Cash,REG-77709,15-03-2020,28-10-2024,AutoNation,Boston,Used,No Warranty,Approved,Allstate
Toyota,Highlander,2016,Petrol,Automatic,CUST3210,Boston,51,Male,73166.47,644.16,5853.32,78375.63,Credit Card,REG-16965,29-09-2024,25-04-2026,DriveTime,Denver,New,5 years,Pending,Liberty Mutual
Audi,Q7,2015,Electric,Manual,CUST5273,Miami,54,Male,38510.2,4502.74,3080.82,37088.28,Credit Card,REG-20939,13-05-2023,06-12-2024,Local Dealer,Los Angeles,New,4 years,Rejected,Geico
Mercedes,E-Class,2019,Diesel,Automatic,CUST1522,Houston,58,Female,33849.53,3176.69,2707.96,33380.8,Credit Card,REG-19508,13-12-2024,07-10-2026,AutoNation,Houston,Used,No Warranty,Approved,Liberty Mutual
Hyundai,Sonata,2023,Petrol,Automatic,CUST5823,Boston,57,Male,69335.82,3832.4,5546.87,71050.29,Bank Transfer,REG-91223,21-10-2023,31-05-2026,CarMax,Houston,New,2 years,Rejected,Allstate
Honda,Accord,2024,Electric,Manual,CUST9948,Boston,21,Female,47354.06,4387.34,3788.32,46755.04,Credit Card,REG-93510,04-02-2025,20-06-2028,CarMax,Boston,Used,No Warranty,Approved,State Farm
Chevrolet,Traverse,2017,Electric,Automatic,CUST9891,San Francisco,66,Female,16498.34,4221.07,1319.87,13597.14,Financed Loan,REG-97682,09-05-2024,18-07-2026,Vroom,San Francisco,Used,No Warranty,Rejected,Liberty Mutual
Mercedes,GLC,2021,Petrol,Manual,CUST8833,Miami,40,Female,62507.83,425.96,5000.63,67082.5,Credit Card,REG-88550,29-10-2020,12-01-2025,Vroom,Seattle,New,5 years,Approved,State Farm
Hyundai,Santa Fe,2022,Hybrid,Manual,CUST5829,San Francisco,28,Female,67079.63,3129.98,5366.37,69316.02,Bank Transfer,REG-48224,19-01-2021,05-04-2023,CarMax,Boston,New,4 years,Pending,Geico
Chevrolet,Equinox,2021,Diesel,Automatic,CUST5207,Miami,24,Female,39633.98,2967.81,3170.72,39836.89,Credit Card,REG-27623,09-02-2021,01-09-2022,TrueCar,Houston,Used,No Warranty,Approved,Progressive
Hyundai,Tucson,2016,Electric,Manual,CUST6590,Seattle,56,Male,49500.31,3413.58,3960.02,50046.75,Financed Loan,REG-66081,18-06-2024,16-11-2025,DriveTime,New York,Used,No Warranty,Approved,Allstate
Chevrolet,Malibu,2019,Electric,Automatic,CUST3216,Seattle,24,Female,12553.25,1987.54,1004.26,11569.97,Financed Loan,REG-46073,21-10-2023,24-04-2026,Local Dealer,Dallas,Used,No Warranty,Rejected,Liberty Mutual
Honda,Civic,2019,Petrol,Manual,CUST6564,Houston,69,Other,63725.92,2855.3,5098.07,65968.69,Credit Card,REG-47502,14-08-2021,19-10-2022,Vroom,Dallas,Used,No Warranty,Pending,Allstate
Kia,Sportage,2015,Electric,Manual,CUST2328,Miami,70,Male,78658.68,1594.27,6292.69,83357.1,Credit Card,REG-18087,25-01-2025,28-06-2027,TrueCar,New York,New,3 years,Approved,Allstate
Audi,A4,2016,Electric,Manual,CUST5653,New York,54,Male,39180.34,1705.73,3134.43,40609.04,Bank Transfer,REG-68373,05-01-2024,25-11-2026,CarMax,Houston,New,2 years,Pending,Progressive
Mercedes,E-Class,2015,Hybrid,Automatic,CUST1250,Houston,58,Female,7398.54,4152.38,591.88,3838.04,Financed Loan,REG-19038,12-09-2023,28-04-2027,CarMax,Miami,New,4 years,Rejected,Progressive
Kia,Sportage,2016,Electric,Automatic,CUST5102,Denver,60,Other,7292.79,3591.67,583.42,4284.54,Financed Loan,REG-93256,22-02-2024,08-10-2026,CarMax,Denver,New,4 years,Rejected,Geico
Hyundai,Tucson,2016,Hybrid,Automatic,CUST4245,Houston,48,Other,61343.68,4052.53,4907.49,62198.64,Bank Transfer,REG-90608,13-08-2024,07-11-2027,TrueCar,Dallas,Used,No Warranty,Rejected,Progressive
Chevrolet,Traverse,2018,Hybrid,Manual,CUST5730,New York,34,Other,71709.41,1302.79,5736.75,76143.37,Cash,REG-57964,11-01-2022,31-12-2026,AutoNation,Boston,New,3 years,Pending,Geico
Toyota,Highlander,2021,Diesel,Manual,CUST4971,Houston,28,Male,76952.82,3344.68,6156.23,79764.37,Cash,REG-52765,18-06-2021,30-01-2023,DriveTime,Miami,New,1 years,Rejected,Progressive
Chevrolet,Equinox,2015,Hybrid,Manual,CUST1698,Chicago,21,Other,37399.51,139.11,2991.96,40252.36,Cash,REG-33001,31-10-2024,28-07-2028,Vroom,Miami,New,3 years,Pending,Liberty Mutual
Chevrolet,Malibu,2021,Diesel,Manual,CUST8969,Los Angeles,29,Other,22375.72,4234.25,1790.06,19931.53,Financed Loan,REG-75120,26-11-2021,22-12-2025,AutoNation,Denver,New,5 years,Rejected,Geico
Hyundai,Tucson,2017,Petrol,Manual,CUST7097,San Francisco,50,Other,17222.47,113.23,1377.8,18487.04,Bank Transfer,REG-98485,16-03-2022,06-12-2023,TrueCar,New York,New,1 years,Rejected,Liberty Mutual
Toyota,Camry,2020,Petrol,Manual,CUST6318,Miami,27,Male,7950.63,510.94,636.05,8075.74,Bank Transfer,REG-94921,24-12-2021,14-04-2024,TrueCar,Chicago,Used,No Warranty,Rejected,Allstate
Mercedes,GLA,2021,Hybrid,Automatic,CUST1445,Houston,24,Female,64647.74,30.53,5171.82,69789.03,Financed Loan,REG-96797,10-01-2023,23-05-2027,Local Dealer,San Francisco,Used,No Warranty,Rejected,Allstate
Mercedes,C-Class,2018,Hybrid,Automatic,CUST2858,Seattle,66,Male,47903.4,408.55,3832.27,51327.12,Credit Card,REG-47398,14-02-2021,12-09-2025,Vroom,Boston,New,4 years,Rejected,State Farm
Kia,Sorento,2020,Electric,Manual,CUST6895,Houston,61,Male,62699.75,2130.27,5015.98,65585.46,Credit Card,REG-72277,24-12-2024,19-11-2028,Vroom,Chicago,Used,No Warranty,Pending,Geico
Honda,CR-V,2018,Electric,Manual,CUST2431,Miami,38,Male,5889.17,2017.56,471.13,4342.74,Financed Loan,REG-93395,08-05-2021,08-01-2025,DriveTime,Los Angeles,Used,No Warranty,Rejected,Liberty Mutual
Honda,CR-V,2018,Diesel,Manual,CUST2250,Dallas,18,Male,67952.47,81.42,5436.2,73307.25,Bank Transfer,REG-74415,02-01-2024,27-03-2027,Vroom,Boston,New,5 years,Approved,Progressive
Nissan,Murano,2018,Diesel,Automatic,CUST5436,Dallas,61,Male,60323.68,1713.97,4825.89,63435.6,Cash,REG-11008,15-05-2024,02-07-2025,Local Dealer,New York,New,4 years,Approved,Allstate
Chevrolet,Tahoe,2019,Hybrid,Manual,CUST1125,Chicago,30,Female,37324.27,524.03,2985.94,39786.18,Credit Card,REG-91297,07-11-2024,18-04-2026,DriveTime,Miami,New,2 years,Rejected,Allstate
Mercedes,E-Class,2021,Electric,Manual,CUST9222,Dallas,70,Female,55224.95,1430.16,4418,58212.79,Credit Card,REG-77027,09-02-2022,19-11-2024,Local Dealer,Seattle,New,3 years,Rejected,Allstate
Chevrolet,Malibu,2018,Hybrid,Manual,CUST5784,Boston,52,Female,57613.86,753.13,4609.11,61469.84,Credit Card,REG-14223,29-11-2023,20-01-2027,AutoNation,Chicago,New,5 years,Pending,Geico
Ford,Explorer,2020,Hybrid,Automatic,CUST8298,New York,51,Other,78584.48,2776.35,6286.76,82094.89,Credit Card,REG-65523,04-05-2022,21-12-2024,TrueCar,Miami,New,3 years,Pending,Liberty Mutual
Toyota,Corolla,2022,Hybrid,Manual,CUST9501,San Francisco,27,Female,53565.64,2943.59,4285.25,54907.3,Bank Transfer,REG-15125,04-11-2021,13-09-2025,DriveTime,San Francisco,Used,No Warranty,Pending,State Farm
Audi,Q7,2020,Electric,Automatic,CUST7121,Denver,52,Female,70100.83,4449.41,5608.07,71259.49,Bank Transfer,REG-81271,13-05-2024,20-03-2028,CarMax,New York,Used,No Warranty,Approved,Progressive
BMW,3 Series,2016,Diesel,Automatic,CUST1042,Seattle,68,Male,66560.57,3107.67,5324.85,68777.75,Financed Loan,REG-33524,30-01-2022,02-01-2026,TrueCar,Houston,New,1 years,Rejected,Progressive
Ford,Fusion,2017,Electric,Manual,CUST1461,Denver,39,Other,39862.87,2356.16,3189.03,40695.74,Bank Transfer,REG-76058,01-04-2020,23-04-2024,Local Dealer,Boston,Used,No Warranty,Approved,Allstate
Mercedes,E-Class,2021,Diesel,Manual,CUST1044,Houston,47,Female,21884.46,4594.94,1750.76,19040.28,Cash,REG-94091,25-07-2023,31-07-2026,CarMax,Los Angeles,Used,No Warranty,Pending,State Farm
Mercedes,C-Class,2015,Diesel,Automatic,CUST7615,New York,62,Other,49552.59,3714.06,3964.21,49802.74,Financed Loan,REG-31006,26-05-2022,11-04-2026,CarMax,Seattle,Used,No Warranty,Approved,Progressive
Audi,A4,2015,Hybrid,Automatic,CUST9753,Houston,52,Female,35964.75,4898.96,2877.18,33942.97,Financed Loan,REG-61080,30-08-2023,14-11-2024,Local Dealer,Denver,Used,No Warranty,Approved,Allstate
BMW,3 Series,2017,Electric,Automatic,CUST6240,Dallas,26,Other,79391.91,1222.21,6351.35,84521.05,Cash,REG-48345,24-01-2023,11-08-2025,Vroom,Miami,New,4 years,Approved,Progressive
Chevrolet,Traverse,2023,Petrol,Automatic,CUST9391,Los Angeles,23,Other,31001.13,4397.24,2480.09,29083.98,Credit Card,REG-50979,20-12-2024,29-02-2028,DriveTime,San Francisco,Used,No Warranty,Rejected,State Farm
Ford,Explorer,2024,Petrol,Manual,CUST8240,New York,53,Male,72429.95,4796.84,5794.4,73427.51,Financed Loan,REG-11915,03-02-2023,27-03-2024,AutoNation,Dallas,New,3 years,Rejected,Allstate
Chevrolet,Malibu,2022,Petrol,Automatic,CUST9469,Houston,26,Other,6980.15,3883.73,558.41,3654.83,Bank Transfer,REG-96730,28-09-2021,09-02-2023,Vroom,Houston,Used,No Warranty,Pending,Progressive
BMW,X5,2021,Hybrid,Manual,CUST7040,Houston,27,Other,69782.37,3710.31,5582.59,71654.65,Financed Loan,REG-30059,07-12-2024,25-07-2028,Vroom,Houston,New,4 years,Approved,Progressive
Kia,Sorento,2019,Hybrid,Manual,CUST4946,San Francisco,69,Other,79419.86,537.04,6353.59,85236.41,Financed Loan,REG-72419,23-08-2020,26-04-2023,AutoNation,San Francisco,New,4 years,Rejected,Allstate
Toyota,Rav4,2015,Diesel,Manual,CUST6546,New York,56,Female,15363.39,1063.13,1229.07,15529.33,Financed Loan,REG-22798,05-12-2024,05-02-2027,Vroom,San Francisco,New,3 years,Approved,Geico
Kia,Seltos,2020,Petrol,Automatic,CUST2312,San Francisco,70,Male,79973.71,2906.4,6397.9,83465.21,Financed Loan,REG-76592,02-01-2023,29-08-2026,DriveTime,Denver,Used,No Warranty,Rejected,Progressive
Ford,Escape,2022,Hybrid,Automatic,CUST6855,Chicago,53,Female,11836.18,2926.51,946.89,9856.56,Financed Loan,REG-37909,23-08-2023,15-02-2025,AutoNation,Seattle,New,2 years,Rejected,Allstate
Chevrolet,Traverse,2020,Electric,Manual,CUST2224,San Francisco,43,Female,20076.22,656.48,1606.1,21025.84,Financed Loan,REG-39599,22-05-2021,21-10-2025,TrueCar,New York,New,2 years,Rejected,State Farm
Chevrolet,Malibu,2022,Diesel,Manual,CUST4722,Miami,42,Female,79216.6,4799.22,6337.33,80754.71,Financed Loan,REG-63603,06-01-2022,31-12-2025,AutoNation,New York,Used,No Warranty,Approved,Geico
BMW,X5,2020,Petrol,Automatic,CUST4364,Houston,26,Male,27137.08,4967.85,2170.97,24340.2,Bank Transfer,REG-88787,01-12-2022,21-02-2026,TrueCar,New York,New,3 years,Pending,State Farm
Hyundai,Santa Fe,2018,Diesel,Automatic,CUST5978,Chicago,58,Female,38556.52,4235.28,3084.52,37405.76,Credit Card,REG-98557,06-08-2020,17-03-2024,Local Dealer,Los Angeles,New,1 years,Pending,Progressive
Chevrolet,Equinox,2020,Hybrid,Manual,CUST2816,Seattle,57,Female,29161.75,1213.28,2332.94,30281.41,Financed Loan,REG-76407,07-01-2021,18-09-2024,AutoNation,Los Angeles,New,4 years,Pending,Progressive
Ford,Escape,2016,Hybrid,Automatic,CUST6452,Boston,39,Other,31620.02,3052.62,2529.6,31097,Credit Card,REG-15108,04-01-2023,07-03-2027,AutoNation,Boston,Used,No Warranty,Pending,Geico
Nissan,Murano,2023,Petrol,Manual,CUST6002,Miami,39,Male,23597.08,3733.84,1887.77,21751.01,Cash,REG-46132,22-05-2024,26-09-2025,Local Dealer,Houston,New,2 years,Approved,Allstate
Mercedes,C-Class,2015,Hybrid,Manual,CUST2998,Boston,70,Male,9272.59,1017.04,741.81,8997.36,Credit Card,REG-44761,21-06-2024,03-10-2027,TrueCar,Dallas,Used,No Warranty,Approved,Geico
BMW,X5,2021,Electric,Manual,CUST7721,Boston,62,Male,52616.4,3123.41,4209.31,53702.3,Cash,REG-16809,15-04-2023,11-04-2028,CarMax,Boston,Used,No Warranty,Pending,Liberty Mutual
Nissan,Rogue,2016,Diesel,Manual,CUST5145,Los Angeles,68,Male,57565.6,2227.57,4605.25,59943.28,Bank Transfer,REG-28339,01-02-2022,25-12-2025,AutoNation,Houston,Used,No Warranty,Rejected,Geico
Audi,A3,2023,Electric,Manual,CUST2922,San Francisco,44,Other,34679.22,1596.6,2774.34,35856.96,Financed Loan,REG-54258,03-03-2022,19-12-2026,Local Dealer,San Francisco,New,5 years,Rejected,State Farm
Honda,Civic,2020,Diesel,Automatic,CUST9160,Los Angeles,20,Female,47505.32,4927.94,3800.43,46377.81,Financed Loan,REG-71258,06-08-2022,19-12-2023,DriveTime,Chicago,New,1 years,Pending,Allstate
Kia,Sorento,2017,Hybrid,Automatic,CUST5640,Miami,42,Male,22880.71,141.84,1830.46,24569.33,Financed Loan,REG-37377,27-12-2023,15-05-2027,AutoNation,Los Angeles,Used,No Warranty,Pending,Geico
Hyundai,Santa Fe,2022,Electric,Manual,CUST1009,Seattle,59,Female,69158.95,755.13,5532.72,73936.54,Credit Card,REG-47545,07-03-2024,22-03-2025,Local Dealer,Seattle,Used,No Warranty,Approved,State Farm
BMW,X5,2024,Petrol,Manual,CUST1836,Chicago,48,Male,38019.27,3033.29,3041.54,38027.52,Cash,REG-36070,20-04-2022,26-03-2027,Local Dealer,Los Angeles,New,4 years,Approved,State Farm
Audi,A3,2022,Hybrid,Automatic,CUST9253,Dallas,43,Female,56073.97,3402.54,4485.92,57157.35,Bank Transfer,REG-53007,28-10-2023,16-01-2027,DriveTime,Miami,New,5 years,Approved,Liberty Mutual
Mercedes,GLC,2022,Hybrid,Automatic,CUST5956,Los Angeles,26,Other,71276.65,1359.51,5702.13,75619.27,Credit Card,REG-90147,01-08-2022,21-03-2024,Local Dealer,New York,New,3 years,Approved,State Farm
Nissan,Sentra,2017,Diesel,Manual,CUST7832,Boston,23,Female,75499.15,1765.04,6039.93,79774.04,Cash,REG-27744,18-03-2021,27-10-2024,Vroom,New York,Used,No Warranty,Approved,Progressive
