Make,Model,Year,Sale Price,Final Price,Dealer Name,Dealer Location
Hyundai,Tucson,2016,76114.22,78901.28,DriveTime,Seattle
Nissan,Murano,2020,51281.71,53256.35,CarMax,Los Angeles
Ford,Escape,2020,35567.38,35512.63,Local Dealer,Dallas
Chevrolet,Malibu,2015,10247.34,7169.34,TrueCar,Miami
BMW,3 Series,2020,8936.2,7146.61,TrueCar,Boston
BMW,X3,2021,41381.85,42834.75,CarMax,Dallas
Hyundai,Elantra,2020,78611.13,84718.46,DriveTime,Seattle
Chevrolet,Equinox,2018,48694.07,51686.4,TrueCar,Boston
BMW,X5,2022,6779.38,3961.56,CarMax,Boston
Ford,Explorer,2020,11823.07,8586.31,DriveTime,Miami
Honda,Pilot,2018,74740.72,79192.3,Vroom,Houston
Ford,Escape,2023,41516.56,41922.47,Vroom,Boston
Chevrolet,Traverse,2015,23324.64,24700.1,Vroom,New York
Audi,A3,2019,25795.55,24491.01,Local Dealer,Denver
Kia,Soul,2015,70265,74281.66,Vroom,Denver
Chevrolet,Malibu,2022,74209.01,77442.87,TrueCar,San Francisco
Hyundai,Santa Fe,2023,69700.29,74556.92,Vroom,Chicago
Ford,Escape,2019,59806.57,61200.43,DriveTime,Houston
Nissan,Sentra,2024,36902.51,35674.58,DriveTime,Boston
Chevrolet,Malibu,2018,10153.14,9195.52,DriveTime,Boston
Mercedes,E-Class,2019,31952.17,34074,DriveTime,Chicago
Mercedes,GLC,2016,27381.26,27609.79,Vroom,Denver
Audi,A4,2018,79254.7,84247.71,AutoNation,New York
Mercedes,GLC,2021,62962.13,65375.19,TrueCar,New York
Nissan,Sentra,2022,16271.12,17248.54,CarMax,Houston
Toyota,Corolla,2020,7551.65,6302.28,AutoNation,Dallas
Nissan,Murano,2016,49481.77,49344.73,CarMax,Houston
BMW,5 Series,2018,75335.37,78835.18,Vroom,New York
Honda,Civic,2019,32559.65,35144.74,CarMax,Houston
Hyundai,Santa Fe,2021,42838.16,44991.14,TrueCar,Dallas
Audi,A3,2015,52017.63,55541.76,DriveTime,Boston
Kia,Seltos,2021,5374.85,4397.09,Vroom,Dallas
Mercedes,GLA,2017,34342.52,35643.65,Vroom,San Francisco
Kia,Seltos,2019,27693.44,24927.99,DriveTime,Boston
BMW,X5,2016,37874.12,36063.37,TrueCar,Seattle
Ford,Focus,2015,52831.95,52125.37,Local Dealer,San Francisco
BMW,3 Series,2024,14314,11815.11,Vroom,Denver
Hyundai,Sonata,2015,9579.16,8819.45,Vroom,Denver
Ford,Explorer,2022,68181,69560.96,TrueCar,Houston
Nissan,Altima,2024,19858.16,19997.37,Vroom,Miami
Nissan,Rogue,2022,17245.13,14804.83,Vroom,Boston
Nissan,Altima,2016,29231.6,29055.02,TrueCar,Boston
Hyundai,Tucson,2020,70053.75,71668.77,TrueCar,New York
Mercedes,GLA,2015,38066.81,39641.14,AutoNation,Chicago
Nissan,Sentra,2020,35660.49,36559.19,TrueCar,Chicago
Toyota,Corolla,2016,8413.86,5280.6,CarMax,Denver
Audi,A4,2018,46787.62,50473.9,TrueCar,New York
Ford,Focus,2021,72420.54,75334.78,Vroom,Dallas
Nissan,Murano,2018,49171.75,48217.21,Local Dealer,Denver
BMW,X5,2015,17383.02,14380.49,DriveTime,San Francisco
Ford,Escape,2017,66070.49,68533.57,DriveTime,Denver
Mercedes,E-Class,2024,18188.68,16380.17,TrueCar,Houston
Ford,Fusion,2022,7193.54,3021.58,TrueCar,Dallas
Ford,Fusion,2018,42998.36,42254.26,AutoNation,Houston
Ford,Fusion,2023,17133.62,18030.63,TrueCar,Houston
Mercedes,E-Class,2015,52490.33,52887.9,AutoNation,San Francisco
Chevrolet,Equinox,2020,68973.6,71831.5,Local Dealer,Dallas
Honda,Civic,2015,59754.28,63190.89,DriveTime,Chicago
Honda,Pilot,2021,34783.4,33658.5,Local Dealer,Boston
Kia,Soul,2020,6757.47,3050.6,Local Dealer,San Francisco
Nissan,Altima,2016,35154.24,35909.04,TrueCar,Miami
Toyota,Corolla,2022,44417.27,47944.26,AutoNation,Seattle
Mercedes,GLC,2022,23878.6,22735.71,CarMax,Denver
Honda,Civic,2020,34268.94,35135.84,DriveTime,Los Angeles
Hyundai,Tucson,2020,39939,42187.41,Local Dealer,Miami
Chevrolet,Equinox,2018,22113.47,19171.47,TrueCar,Chicago
Honda,Accord,2018,78087.24,84120.01,CarMax,Boston
Mercedes,C-Class,2016,26741.76,28261.69,Vroom,Houston
Kia,Soul,2022,64043.24,67683.34,CarMax,Miami
BMW,3 Series,2023,6479.61,6831.36,Local Dealer,Boston
Honda,Civic,2021,6610.57,3445.64,Local Dealer,Miami
Hyundai,Tucson,2017,8149.91,5748.07,TrueCar,San Francisco
Honda,CR-V,2019,39137.4,39018.62,DriveTime,Miami
Ford,Escape,2021,29679.8,29708.14,Vroom,New York
Chevrolet,Traverse,2017,47566.09,46691.49,Local Dealer,San Francisco
Honda,Pilot,2019,15008.81,11480.06,DriveTime,Seattle
Ford,Fusion,2017,57413.51,57848.3,CarMax,Chicago
Hyundai,Santa Fe,2019,39552.31,40925.36,AutoNation,Chicago
Nissan,Sentra,2015,65266.61,65895.12,CarMax,Miami
BMW,3 Series,2017,64158.79,67470.96,AutoNation,Los Angeles
BMW,X3,2022,21671.34,22370.24,Vroom,Miami
Toyota,Corolla,2024,21899.53,21512.26,CarMax,Boston
Audi,A4,2023,21412.94,22743.12,Local Dealer,Boston
Toyota,Camry,2020,61063.18,61962.42,TrueCar,Houston
Nissan,Rogue,2017,59950.6,61489.01,AutoNation,San Francisco
Honda,Civic,2019,13779.31,10458.24,TrueCar,Dallas
Chevrolet,Malibu,2024,12883.46,11544.22,CarMax,Los Angeles
Kia,Seltos,2023,48527.15,51851.49,TrueCar,Dallas
Hyundai,Tucson,2022,35188.46,37858.57,AutoNation,San Francisco
Mercedes,GLC,2023,19784.67,20193.19,Vroom,New York
Mercedes,GLA,2021,33493.95,32739.07,Local Dealer,Boston
Kia,Soul,2022,10633.49,6540.55,AutoNation,Boston
Nissan,Murano,2024,14001.04,11381.94,AutoNation,Boston
Nissan,Sentra,2022,78421.57,81980.03,CarMax,San Francisco
Hyundai,Tucson,2015,78136.6,81280.06,Vroom,Houston
Honda,CR-V,2018,21616.77,22036.03,Local Dealer,Boston
Chevrolet,Tahoe,2017,26378.72,25565.14,CarMax,Dallas
Kia,Soul,2020,15117.16,15118.64,CarMax,Chicago
Ford,Fusion,2018,43242.4,42966.74,Vroom,Miami
Nissan,Rogue,2017,10334.52,7053.72,DriveTime,Chicago
Mercedes,GLA,2022,60632.47,62015.25,Local Dealer,Los Angeles
Chevrolet,Malibu,2020,30769.19,31678.57,CarMax,Denver
Ford,Focus,2020,78532.61,80771.61,CarMax,Los Angeles
BMW,5 Series,2024,48565.52,51521.1,CarMax,Dallas
Nissan,Murano,2021,56386.52,56530.66,DriveTime,Denver
Toyota,Camry,2024,30759.84,30882.75,DriveTime,Chicago
Mercedes,GLC,2022,69948.1,74421.9,TrueCar,Dallas
Honda,Accord,2020,44651.9,47801.17,Local Dealer,Boston
Nissan,Rogue,2024,20784.43,22442.09,TrueCar,Los Angeles
Mercedes,C-Class,2017,62518.78,63728.16,DriveTime,Denver
Ford,Focus,2021,47390.31,47318.36,Vroom,San Francisco
Kia,Seltos,2024,65315.26,68909.04,Local Dealer,New York
Chevrolet,Tahoe,2022,45332.58,47598.69,DriveTime,Los Angeles
Honda,CR-V,2023,22995.19,23350.35,Vroom,Houston
Audi,Q5,2018,18163.28,17591.62,TrueCar,New York
Nissan,Murano,2016,6846.47,4743.21,AutoNation,Denver
Nissan,Sentra,2024,22424.73,19589.16,AutoNation,San Francisco
Kia,Sportage,2023,7593.38,5592.45,AutoNation,Denver
Toyota,Rav4,2021,31176.5,32943.98,Vroom,Los Angeles
Mercedes,GLA,2020,79470.24,85018.24,CarMax,Houston
Chevrolet,Tahoe,2017,61186.12,65693.14,TrueCar,Los Angeles
Mercedes,E-Class,2024,63907.94,64324.1,Local Dealer,Los Angeles
Chevrolet,Equinox,2015,17289.87,14729.17,CarMax,Seattle
Honda,Accord,2019,30932.32,30878.91,AutoNation,Houston
Hyundai,Elantra,2020,57002.49,59776.36,CarMax,San Francisco
Chevrolet,Equinox,2019,67777,70094.36,Vroom,New York
Mercedes,C-Class,2022,63015.33,66013.57,AutoNation,New York
Mercedes,E-Class,2016,65639.79,68796.94,Vroom,Miami
Hyundai,Santa Fe,2024,41842.53,44255.09,TrueCar,Los Angeles
Hyundai,Santa Fe,2016,62324.6,62487.8,TrueCar,New York
Toyota,Highlander,2017,77917.36,79943.8,DriveTime,Miami
BMW,3 Series,2023,11862.26,12032.64,CarMax,Dallas
Kia,Sportage,2015,49181.53,48924.68,Local Dealer,Denver
Chevrolet,Malibu,2016,12658.82,8965.35,DriveTime,Chicago
Audi,A4,2020,35414.72,38240.82,DriveTime,Seattle
Honda,Pilot,2024,56635.05,58802.33,TrueCar,San Francisco
Toyota,Highlander,2020,10241.44,7023.85,Vroom,Dallas
Ford,Escape,2017,17559.58,18142.74,Vroom,Boston
Toyota,Corolla,2023,77586.82,78878.32,TrueCar,Boston
Audi,Q7,2019,12917.35,11912.64,CarMax,Denver
BMW,3 Series,2021,42418.63,43400.73,TrueCar,Boston
Kia,Sorento,2019,9216.21,8070.41,Vroom,Miami
Chevrolet,Equinox,2024,62926.24,65026.06,CarMax,San Francisco
Mercedes,E-Class,2019,77380.34,82387.65,DriveTime,Chicago
Kia,Sorento,2016,29347.08,26952.56,Local Dealer,Miami
Toyota,Highlander,2018,40571.49,41960.67,Vroom,Denver
Ford,Escape,2023,53232.62,54361.02,CarMax,Los Angeles
Honda,Civic,2016,73410.67,76496.92,Vroom,Denver
BMW,X5,2022,28553.28,28885.58,Vroom,San Francisco
Ford,Fusion,2018,36123.37,35613.35,TrueCar,Miami
Kia,Soul,2018,64721.89,65773.4,Local Dealer,Houston
Kia,Soul,2020,22232.06,22534.79,Vroom,Dallas
Mercedes,GLA,2015,66391.57,67185.94,Local Dealer,Los Angeles
Audi,Q5,2016,8458.21,8666.97,Local Dealer,San Francisco
Honda,CR-V,2015,24568.91,23381.49,CarMax,Los Angeles
Hyundai,Elantra,2019,28902.02,27557,DriveTime,Dallas
Mercedes,GLC,2020,39350.45,39332.64,Local Dealer,Chicago
Ford,Fusion,2018,62434.12,62853.82,AutoNation,Los Angeles
Audi,Q7,2022,58443.18,58499.09,Vroom,Los Angeles
Nissan,Altima,2021,9491.06,8176.64,TrueCar,Dallas
Chevrolet,Malibu,2018,25118.79,22397.59,AutoNation,Dallas
BMW,X5,2021,17116.01,16228.03,AutoNation,Los Angeles
Honda,Pilot,2024,27668.42,26246.02,TrueCar,Los Angeles
Kia,Seltos,2022,50657.31,51910.56,AutoNation,New York
Kia,Soul,2016,32322.61,31502.59,DriveTime,Chicago
Mercedes,GLA,2016,39454.63,39587.43,Vroom,Dallas
Hyundai,Tucson,2024,75940.87,79630.52,AutoNation,Chicago
BMW,X3,2018,6410.9,5625.3,AutoNation,New York
Audi,A4,2023,60750.28,61140.28,Vroom,Miami
Hyundai,Santa Fe,2021,58963.07,60859.02,Vroom,Denver
BMW,X3,2017,6308.98,6474.27,AutoNation,Seattle
Hyundai,Tucson,2024,58230.41,61334.1,AutoNation,Los Angeles
Ford,Fusion,2019,26122.61,25717.27,Vroom,Chicago
Toyota,Corolla,2023,41657.84,44013.95,AutoNation,Los Angeles
Ford,Fusion,2021,35861.4,35935.11,TrueCar,Chicago
BMW,5 Series,2022,22756.59,21126.32,DriveTime,Boston
Ford,Fusion,2017,45749.14,44557.11,DriveTime,Boston
Hyundai,Tucson,2020,38085.11,37610.16,Local Dealer,Seattle
Kia,Sorento,2022,7702.97,5023,Vroom,Chicago
Hyundai,Elantra,2020,32246.05,33360.43,CarMax,Seattle
Nissan,Rogue,2018,39286.95,39170.7,CarMax,Los Angeles
Chevrolet,Malibu,2021,47348.73,49792.82,Vroom,Dallas
Honda,Civic,2022,65488.1,66294.68,AutoNation,Chicago
Chevrolet,Tahoe,2022,40114.78,38379.89,TrueCar,Boston
Toyota,Camry,2022,22933,24427.31,AutoNation,Dallas
Honda,Accord,2018,76903.3,80043.09,TrueCar,New York
Hyundai,Elantra,2018,72963.57,73834.71,Vroom,Seattle
Honda,Pilot,2022,41592.65,42255.9,Vroom,San Francisco
Kia,Soul,2021,48839.64,51993.54,Vroom,Miami
BMW,5 Series,2020,66047.07,69682.75,AutoNation,San Francisco
Mercedes,GLA,2016,12270.77,9343.72,AutoNation,Los Angeles
BMW,X3,2017,75808.81,81164.32,TrueCar,Seattle
BMW,5 Series,2022,38080.12,39016.86,TrueCar,Los Angeles
Hyundai,Tucson,2018,6679.47,7066.85,DriveTime,San Francisco
Audi,A4,2020,26354.87,24983.08,Local Dealer,Chicago
Audi,Q5,2018,25993.11,26580.72,DriveTime,New York
BMW,X5,2022,58238.48,61126.18,TrueCar,Dallas
Mercedes,GLA,2019,28353.83,27034.95,Vroom,San Francisco
Audi,Q7,2023,18228.78,16543.04,Vroom,Dallas
Chevrolet,Equinox,2024,44640.61,43938.85,DriveTime,Dallas
Audi,Q7,2024,26382.26,23608.21,CarMax,Dallas
Ford,Explorer,2020,9696.13,9135.44,DriveTime,Houston
Chevrolet,Traverse,2017,70431.36,75746.27,Local Dealer,Seattle
Ford,Fusion,2021,25415.91,23352.94,DriveTime,Houston
Honda,Accord,2024,68098.43,70106.78,Vroom,San Francisco
Honda,Accord,2016,43278.89,43217.98,TrueCar,San Francisco
Nissan,Rogue,2015,22953.28,23641.45,Local Dealer,Los Angeles
Ford,Fusion,2016,53734.68,53648.65,TrueCar,Seattle
Honda,Accord,2024,69531.2,72300.05,DriveTime,Seattle
Hyundai,Elantra,2015,45910.71,48280.94,DriveTime,Houston
Nissan,Rogue,2015,36169.25,36285.59,Vroom,Boston
Mercedes,GLC,2024,78370.36,83643.99,DriveTime,Los Angeles
Chevrolet,Traverse,2023,31979.21,30932.58,TrueCar,Houston
BMW,X3,2017,47434.71,50111.63,AutoNation,Dallas
Toyota,Camry,2023,19877,20680.88,Local Dealer,Seattle
BMW,X3,2017,16151.84,17180.82,TrueCar,Chicago
Ford,Escape,2017,73185.48,78540.89,DriveTime,Los Angeles
Audi,Q7,2023,79122.1,83764.33,DriveTime,Seattle
Audi,Q5,2021,40208.65,43271.37,DriveTime,Denver
Ford,Focus,2015,33775.53,31526.26,CarMax,Houston
Chevrolet,Malibu,2019,59679.58,61663.78,DriveTime,Miami
Honda,Accord,2024,66863.8,68886.32,TrueCar,Boston
Chevrolet,Traverse,2021,37274.01,38755.4,Local Dealer,New York
Toyota,Corolla,2016,19841.49,16871.37,DriveTime,Los Angeles
BMW,X3,2021,31060.23,33228.2,CarMax,New York
Honda,Pilot,2015,48320.53,49196.12,AutoNation,Houston
BMW,X3,2020,75929.07,78534.61,TrueCar,Boston
Toyota,Camry,2021,32593.03,30548.44,DriveTime,Chicago
Kia,Sportage,2021,23898.39,25354.01,Vroom,Boston
Chevrolet,Tahoe,2021,54706.59,56185.41,Vroom,Seattle
Kia,Soul,2023,61281.68,65643.43,DriveTime,Denver
Kia,Sorento,2015,71031.82,75481.71,DriveTime,Los Angeles
Honda,Civic,2021,62377.18,66843.86,TrueCar,Los Angeles
Audi,Q5,2021,10793.9,10496.8,CarMax,New York
Nissan,Altima,2016,5400.03,3188.42,CarMax,Dallas
Ford,Escape,2021,8032.01,5496.62,Vroom,Seattle
BMW,X3,2023,48934,49751.72,TrueCar,Miami
Mercedes,GLC,2015,66012.55,68232.07,TrueCar,Seattle
BMW,X5,2023,53566.2,57663.69,DriveTime,Boston
Toyota,Rav4,2024,27775.11,28966.72,AutoNation,Houston
Ford,Escape,2017,44984.44,46233.2,Local Dealer,Chicago
Ford,Fusion,2015,65694.45,70658.82,DriveTime,Denver
Mercedes,E-Class,2018,78231.85,81257.95,Vroom,Los Angeles
Ford,Explorer,2021,47032.4,50289.1,Vroom,Los Angeles
Hyundai,Sonata,2016,16707.55,13775.79,CarMax,Dallas
Honda,CR-V,2019,45235.73,47813.65,AutoNation,New York
Chevrolet,Malibu,2015,68680.93,71399.37,CarMax,Seattle
Chevrolet,Malibu,2022,76271.86,80972.39,CarMax,Dallas
Ford,Focus,2021,68722.26,69834.66,Local Dealer,Boston
Kia,Soul,2020,32730.72,31119.8,AutoNation,Seattle
Chevrolet,Tahoe,2016,59616.42,62441.59,AutoNation,San Francisco
Hyundai,Elantra,2016,51339.06,52032.05,Local Dealer,New York
Toyota,Camry,2020,31192.39,33493.23,AutoNation,Houston
Hyundai,Tucson,2023,23507.82,24789.44,DriveTime,Boston
Ford,Focus,2018,71811.02,74264.71,TrueCar,Chicago
Kia,Sportage,2019,31049.6,32252.85,Local Dealer,Los Angeles
Mercedes,GLC,2024,36427.18,38644.3,TrueCar,Houston
Kia,Sportage,2021,36180.15,34883.79,DriveTime,Dallas
Audi,A4,2019,8593.62,8158.76,AutoNation,Miami
BMW,5 Series,2020,52830.44,56667.57,CarMax,Seattle
Kia,Soul,2017,5993.27,2095.81,Vroom,Houston
Nissan,Sentra,2015,79656.53,83837.23,Vroom,Houston
Hyundai,Elantra,2018,66252.99,69593.51,Local Dealer,Los Angeles
Nissan,Murano,2021,57571.01,59185.27,DriveTime,New York
Audi,Q5,2024,49691.32,52779.63,AutoNation,Chicago
Ford,Escape,2015,29622.7,30686.36,Vroom,Chicago
Honda,Accord,2021,49310.57,50664.72,DriveTime,Seattle
Nissan,Murano,2023,7312.78,5670.85,CarMax,Seattle
Honda,Civic,2020,52894.41,53952.16,Local Dealer,Los Angeles
Mercedes,E-Class,2022,37294.11,35298.79,TrueCar,New York
Audi,A3,2016,52855.16,52176.64,Local Dealer,Los Angeles
Honda,CR-V,2015,47024.07,47092.69,CarMax,Boston
Hyundai,Tucson,2017,35434.18,34061.99,Local Dealer,San Francisco
Ford,Explorer,2015,16313.92,16466.15,TrueCar,San Francisco
Chevrolet,Traverse,2015,65678.77,65952.51,AutoNation,Denver
Chevrolet,Equinox,2020,28740.6,27564.81,Local Dealer,San Francisco
Honda,CR-V,2021,76175.71,80974.46,DriveTime,Miami
Audi,A4,2020,32839.44,33460.03,CarMax,New York
Mercedes,GLC,2016,5886.85,4811.08,CarMax,Denver
Audi,A4,2021,54855.88,55213.4,AutoNation,Dallas
Nissan,Murano,2024,45604.91,46767.84,CarMax,Boston
Audi,Q5,2024,18883.55,17981.19,Local Dealer,Seattle
Mercedes,E-Class,2020,66110.65,70227.44,CarMax,Houston
Nissan,Rogue,2022,7199.06,4388.59,Local Dealer,New York
Toyota,Highlander,2015,54379.64,54397.99,TrueCar,Los Angeles
BMW,5 Series,2021,6743.1,2713.05,TrueCar,Denver
Honda,Pilot,2020,67352.43,70057.95,Local Dealer,New York
Toyota,Camry,2016,5532.65,5182.12,Vroom,Houston
BMW,X3,2018,71534.13,74283.7,DriveTime,Denver
Nissan,Rogue,2015,78930.03,82099.12,CarMax,New York
Mercedes,GLA,2022,22320.23,21123.68,CarMax,Seattle
BMW,X5,2019,37231.15,35689.27,AutoNation,Seattle
Audi,Q5,2023,32152.62,30235.91,Vroom,Chicago
Ford,Explorer,2017,59384.97,63455.33,TrueCar,New York
BMW,5 Series,2019,66932.75,67629.58,DriveTime,Chicago
Kia,Sorento,2018,54282.54,54294.01,CarMax,Dallas
Chevrolet,Tahoe,2022,50549.63,50438.67,TrueCar,Denver
BMW,X3,2020,51181.65,51750.14,Vroom,Los Angeles
Audi,A3,2021,31903.52,34305.63,TrueCar,Denver
Hyundai,Elantra,2017,6306.69,3924.62,Local Dealer,New York
Nissan,Murano,2018,30174.09,27630.9,Vroom,New York
Chevrolet,Malibu,2023,31653.62,30350.19,Local Dealer,Dallas
Honda,Accord,2017,72771.53,75444.87,TrueCar,San Francisco
Hyundai,Santa Fe,2018,33469.54,34251.78,Vroom,San Francisco
Chevrolet,Equinox,2024,24342.62,23154.44,Local Dealer,New York
Toyota,Camry,2019,58902.73,60180.34,TrueCar,Miami
BMW,3 Series,2021,10977.29,10282.65,CarMax,Los Angeles
Mercedes,GLC,2017,11845.17,9569.72,DriveTime,Los Angeles
Audi,Q5,2022,54238.13,58552.14,AutoNation,New York
BMW,X5,2020,75508.87,77876.2,Vroom,New York
Ford,Explorer,2020,54334.15,57708.32,DriveTime,Denver
BMW,5 Series,2017,76661.17,79487.1,Vroom,Houston
Chevrolet,Traverse,2019,15905.21,13698.88,TrueCar,Chicago
Mercedes,E-Class,2022,39856.07,41449.61,AutoNation,Miami
Ford,Fusion,2023,45051.14,48246.25,CarMax,New York
Ford,Explorer,2023,63150.66,66781.91,Vroom,Denver
Honda,CR-V,2022,35996.7,37555.48,TrueCar,Seattle
Honda,Accord,2019,7214.31,5025.98,Local Dealer,San Francisco
Honda,CR-V,2021,51657.13,51526.97,Local Dealer,Miami
Honda,CR-V,2015,72041.67,74714.4,Local Dealer,San Francisco
Nissan,Rogue,2016,74910.71,80663.21,Local Dealer,San Francisco
Audi,A4,2018,48424.35,48409.3,TrueCar,Denver
Chevrolet,Malibu,2019,8901.11,7292.4,Local Dealer,Chicago
Audi,A3,2022,14140.95,12851.96,CarMax,Boston
Honda,CR-V,2022,31686.28,34098.93,CarMax,Boston
Audi,Q5,2018,77353.79,78980.11,Local Dealer,San Francisco
Honda,CR-V,2018,48494.55,50716.23,AutoNation,Los Angeles
Honda,CR-V,2019,45864.57,47510.41,Local Dealer,Los Angeles
Nissan,Altima,2019,43368.8,43071.05,DriveTime,New York
Ford,Escape,2020,73046.55,75384.65,DriveTime,San Francisco
Toyota,Corolla,2015,43047.78,44939.98,Local Dealer,Miami
Ford,Fusion,2023,58956.06,61016.71,AutoNation,Dallas
Chevrolet,Malibu,2020,49594.39,51759.05,Vroom,Boston
Ford,Focus,2022,62438.68,63466.05,TrueCar,Chicago
Mercedes,E-Class,2019,48745.23,48891.12,AutoNation,Los Angeles
Audi,Q7,2017,74026.66,79453.08,TrueCar,Denver
Nissan,Murano,2016,31843.28,31714.04,DriveTime,Miami
Nissan,Altima,2021,38188.16,36717.63,Local Dealer,New York
Hyundai,Santa Fe,2015,53725.12,57900.12,CarMax,Denver
Kia,Sorento,2017,26390.21,26603.38,Vroom,Houston
BMW,3 Series,2016,23266.22,20901.78,Local Dealer,Denver
Mercedes,GLA,2015,50792.47,51253.69,DriveTime,Boston
Kia,Sorento,2018,79935.83,84257.22,Vroom,Denver
Chevrolet,Equinox,2018,30977.8,32913.5,Vroom,Seattle
Kia,Seltos,2021,66636.99,69080.09,Local Dealer,Los Angeles
Chevrolet,Tahoe,2023,79231.92,83872.65,TrueCar,Miami
Audi,Q5,2019,55858.16,55526.38,Vroom,Seattle
BMW,X5,2018,37792.9,36464.63,TrueCar,Miami
BMW,3 Series,2015,10212.2,8388.55,Local Dealer,San Francisco
Ford,Focus,2018,36244.57,34881.99,CarMax,Los Angeles
Nissan,Altima,2016,26008.86,24640.93,AutoNation,Los Angeles
Mercedes,GLA,2024,75813.44,77838.23,Local Dealer,Boston
Ford,Fusion,2020,76782.29,82353.96,Vroom,Seattle
Honda,Civic,2016,8965.19,8370.08,Vroom,Dallas
Honda,CR-V,2021,66616.66,68463.94,CarMax,Houston
Kia,Seltos,2015,20911.84,20019.09,TrueCar,Houston
Audi,A3,2023,16867.95,16109.08,CarMax,Chicago
Audi,Q7,2019,50163.73,54031.29,CarMax,San Francisco
Chevrolet,Equinox,2015,12093.77,10200.16,Vroom,Los Angeles
Honda,Civic,2021,32171.67,34477.68,TrueCar,Los Angeles
Chevrolet,Equinox,2022,61184.15,62177.24,DriveTime,Chicago
Chevrolet,Tahoe,2015,47203.7,45983.13,CarMax,Boston
Chevrolet,Traverse,2018,48190.92,47505.49,DriveTime,Seattle
Honda,CR-V,2022,46761.24,48894.11,CarMax,Miami
Mercedes,E-Class,2023,70803.65,71700.23,DriveTime,San Francisco
Ford,Explorer,2019,79383.15,82316.87,Local Dealer,New York
Nissan,Altima,2016,12163,11352.26,Vroom,Boston
Audi,Q5,2022,52041.98,54774.96,CarMax,Houston
Kia,Soul,2017,42565.71,42205.57,Vroom,Seattle
Hyundai,Santa Fe,2022,55944.55,59596.21,DriveTime,Chicago
Kia,Sorento,2017,69167.93,72615.15,DriveTime,Miami
Nissan,Sentra,2019,72460.83,73297.46,Local Dealer,Denver
Chevrolet,Traverse,2024,55489.1,55870.37,CarMax,Boston
Audi,Q5,2022,33494.98,34362.77,TrueCar,Dallas
Hyundai,Elantra,2019,26075.41,23249.94,Local Dealer,Los Angeles
Audi,Q5,2024,78298.63,81803.95,DriveTime,Denver
Chevrolet,Tahoe,2019,15964.79,13715.13,DriveTime,Miami
Toyota,Highlander,2024,70316.84,72520.31,TrueCar,Los Angeles
Toyota,Camry,2023,66283.92,67681.7,Vroom,Chicago
Nissan,Sentra,2024,10089.18,9835.41,TrueCar,Miami
Nissan,Murano,2022,53280.44,54117.25,DriveTime,Los Angeles
BMW,X5,2016,17135.48,14832.77,TrueCar,Miami
Toyota,Highlander,2018,58390.61,62229.49,AutoNation,San Francisco
Chevrolet,Tahoe,2023,66350.15,67092.29,CarMax,San Francisco
Mercedes,GLA,2018,32494.17,32577.05,AutoNation,Boston
Toyota,Highlander,2016,73166.47,78375.63,DriveTime,Denver
Audi,Q7,2015,38510.2,37088.28,Local Dealer,Los Angeles
Mercedes,E-Class,2019,33849.53,33380.8,AutoNation,Houston
Hyundai,Sonata,2023,69335.82,71050.29,CarMax,Houston
Honda,Accord,2024,47354.06,46755.04,CarMax,Boston
Chevrolet,Traverse,2017,16498.34,13597.14,Vroom,San Francisco
Mercedes,GLC,2021,62507.83,67082.5,Vroom,Seattle
Hyundai,Santa Fe,2022,67079.63,69316.02,CarMax,Boston
Chevrolet,Equinox,2021,39633.98,39836.89,TrueCar,Houston
Hyundai,Tucson,2016,49500.31,50046.75,DriveTime,New York
Chevrolet,Malibu,2019,12553.25,11569.97,Local Dealer,Dallas
Honda,Civic,2019,63725.92,65968.69,Vroom,Dallas
Kia,Sportage,2015,78658.68,83357.1,TrueCar,New York
Audi,A4,2016,39180.34,40609.04,CarMax,Houston
Mercedes,E-Class,2015,7398.54,3838.04,CarMax,Miami
Kia,Sportage,2016,7292.79,4284.54,CarMax,Denver
Hyundai,Tucson,2016,61343.68,62198.64,TrueCar,Dallas
Chevrolet,Traverse,2018,71709.41,76143.37,AutoNation,Boston
Toyota,Highlander,2021,76952.82,79764.37,DriveTime,Miami
Chevrolet,Equinox,2015,37399.51,40252.36,Vroom,Miami
Chevrolet,Malibu,2021,22375.72,19931.53,AutoNation,Denver
Hyundai,Tucson,2017,17222.47,18487.04,TrueCar,New York
Toyota,Camry,2020,7950.63,8075.74,TrueCar,Chicago
Mercedes,GLA,2021,64647.74,69789.03,Local Dealer,San Francisco
Mercedes,C-Class,2018,47903.4,51327.12,Vroom,Boston
Kia,Sorento,2020,62699.75,65585.46,Vroom,Chicago
Honda,CR-V,2018,5889.17,4342.74,DriveTime,Los Angeles
Honda,CR-V,2018,67952.47,73307.25,Vroom,Boston
Nissan,Murano,2018,60323.68,63435.6,Local Dealer,New York
Chevrolet,Tahoe,2019,37324.27,39786.18,DriveTime,Miami
Mercedes,E-Class,2021,55224.95,58212.79,Local Dealer,Seattle
Chevrolet,Malibu,2018,57613.86,61469.84,AutoNation,Chicago
Ford,Explorer,2020,78584.48,82094.89,TrueCar,Miami
Toyota,Corolla,2022,53565.64,54907.3,DriveTime,San Francisco
Audi,Q7,2020,70100.83,71259.49,CarMax,New York
BMW,3 Series,2016,66560.57,68777.75,TrueCar,Houston
Ford,Fusion,2017,39862.87,40695.74,Local Dealer,Boston
Mercedes,E-Class,2021,21884.46,19040.28,CarMax,Los Angeles
