Make,Model,Fuel Type,Customer ID,Customer Location,Customer Age,Final Price,Registration Number
Audi,A3,Hybrid,CUST5612,Dallas,33,72778.19,REG-30013
Kia,Sorento,Diesel,CUST8712,San Francisco,53,64377.61,REG-91795
Toyota,Camry,Petrol,CUST4503,Los Angeles,46,55009.42,REG-90551
Nissan,Sentra,Hybrid,CUST7583,Dallas,49,41870.15,REG-59213
Ford,Fusion,Diesel,CUST5625,Chicago,34,13888.56,REG-87936
Ford,Focus,Hybrid,CUST5532,Miami,66,63045.29,REG-52948
Honda,Accord,Diesel,CUST3227,Denver,24,48101.44,REG-96927
Toyota,Highlander,Diesel,CUST1031,Los Angeles,35,19923.28,REG-64386
Hyundai,Santa Fe,Diesel,CUST6162,Chicago,55,66596.32,REG-67301
BMW,X5,Diesel,CUST1686,Boston,33,57907.53,REG-80010
Chevrolet,Malibu,Diesel,CUST6407,Houston,70,11015.92,REG-99466
Chevrolet,Traverse,Hybrid,CUST9465,Dallas,57,8315.29,REG-77626
Ford,Explorer,Electric,CUST5850,Dallas,54,70107.82,REG-32824
Hyundai,Tucson,Hybrid,CUST4693,Seattle,41,62605.04,REG-45441
Kia,Sorento,Electric,CUST3664,Dallas,24,74209.74,REG-55329
Honda,Pilot,Diesel,CUST4543,Houston,29,73875.73,REG-70649
Ford,Explorer,Petrol,CUST3639,New York,27,66034.33,REG-31485
Nissan,Murano,Electric,CUST3428,Houston,66,36274.13,REG-83128
Mercedes,E-Class,Electric,CUST4666,Dallas,68,73089.84,REG-91662
Audi,Q7,Hybrid,CUST7272,Denver,54,41133.37,REG-52795
Hyundai,Sonata,Hybrid,CUST2332,Seattle,28,71900.61,REG-15849
Toyota,Highlander,Diesel,CUST5058,Boston,55,20053.27,REG-44523
Nissan,Altima,Electric,CUST4473,Miami,66,54473.87,REG-43249
Mercedes,GLC,Electric,CUST1271,Houston,24,79410,REG-14167
Mercedes,GLC,Petrol,CUST1660,Seattle,58,83755.47,REG-52130
Chevrolet,Malibu,Electric,CUST3444,Chicago,31,81063.88,REG-59723
Chevrolet,Traverse,Diesel,CUST4278,New York,27,75569.72,REG-69772
Hyundai,Santa Fe,Electric,CUST9318,Miami,22,8618.01,REG-55755
Chevrolet,Malibu,Petrol,CUST6375,Dallas,31,6333.33,REG-35073
Kia,Sportage,Diesel,CUST3878,New York,67,50248.82,REG-36176
Chevrolet,Tahoe,Diesel,CUST9838,Chicago,52,81378.9,REG-79125
Mercedes,GLA,Petrol,CUST3087,Chicago,35,8745.33,REG-23340
Ford,Escape,Hybrid,CUST6734,Dallas,31,9998.64,REG-18643
BMW,X3,Diesel,CUST7721,Boston,65,8568.12,REG-44103
Chevrolet,Malibu,Hybrid,CUST9415,Seattle,43,40423.22,REG-25376
Hyundai,Elantra,Electric,CUST9513,Houston,70,75748.15,REG-34776
Mercedes,E-Class,Petrol,CUST8791,Chicago,49,83747.32,REG-82179
Audi,Q5,Diesel,CUST8369,Seattle,34,12439.42,REG-84534
Chevrolet,Equinox,Diesel,CUST3740,Houston,22,31983.51,REG-67116
Mercedes,E-Class,Petrol,CUST8556,Miami,51,34145.05,REG-27118
Chevrolet,Tahoe,Hybrid,CUST5864,Miami,45,27765.37,REG-92252
Toyota,Corolla,Hybrid,CUST2416,Houston,43,46183.81,REG-60343
Kia,Sorento,Diesel,CUST2949,Dallas,38,50942.05,REG-13964
BMW,X5,Diesel,CUST9031,Dallas,25,65719.25,REG-70791
Honda,Civic,Hybrid,CUST3459,Los Angeles,62,64625.19,REG-59378
Chevrolet,Malibu,Hybrid,CUST1026,Houston,45,18617.74,REG-88520
Kia,Soul,Electric,CUST1154,Boston,38,83503.2,REG-63299
Hyundai,Elantra,Electric,CUST4737,Miami,57,10256.65,REG-48051
Nissan,Altima,Electric,CUST9858,Houston,63,19054.38,REG-21266
Nissan,Murano,Diesel,CUST9205,Los Angeles,63,19638.32,REG-87147
BMW,3 Series,Hybrid,CUST6362,Houston,68,35113.62,REG-50507
Mercedes,E-Class,Petrol,CUST8672,Miami,30,78103.68,REG-66720
Nissan,Sentra,Diesel,CUST1586,Boston,33,38530.8,REG-77008
Audi,A4,Petrol,CUST7560,Boston,18,58453.54,REG-29096
Audi,A4,Diesel,CUST7964,San Francisco,69,38286.12,REG-38222
Audi,A4,Hybrid,CUST3044,Boston,48,39321.12,REG-98375
Hyundai,Tucson,Petrol,CUST2923,Los Angeles,65,32155.69,REG-59566
Honda,CR-V,Hybrid,CUST1708,Houston,36,44796.41,REG-94592
Toyota,Rav4,Hybrid,CUST1371,Dallas,18,51386.84,REG-57103
Chevrolet,Tahoe,Diesel,CUST5662,New York,26,62412.1,REG-14229
BMW,3 Series,Diesel,CUST2058,Dallas,68,20304.34,REG-17414
BMW,3 Series,Diesel,CUST1158,Dallas,67,47437.27,REG-28160
Mercedes,E-Class,Electric,CUST4046,San Francisco,62,21434.03,REG-92345
Nissan,Altima,Petrol,CUST3142,Chicago,45,2592.4,REG-19736
Audi,Q7,Diesel,CUST1970,Los Angeles,30,12934.43,REG-38526
Mercedes,GLA,Electric,CUST5882,Los Angeles,43,8969.13,REG-61033
Kia,Seltos,Diesel,CUST8108,Miami,19,61485.56,REG-88997
Nissan,Sentra,Petrol,CUST7812,Chicago,20,46317.57,REG-93287
Mercedes,GLA,Diesel,CUST4862,San Francisco,35,13980.29,REG-57631
Chevrolet,Malibu,Hybrid,CUST7285,Dallas,34,77530.22,REG-94687
Kia,Sorento,Diesel,CUST5426,Denver,18,20239.33,REG-24237
Hyundai,Sonata,Petrol,CUST3200,Chicago,37,14698.67,REG-65908
Mercedes,GLA,Electric,CUST2886,New York,30,17885.67,REG-28884
Honda,CR-V,Hybrid,CUST2547,New York,54,54806.01,REG-10917
Kia,Soul,Hybrid,CUST7856,Boston,25,54543,REG-90050
Chevrolet,Malibu,Electric,CUST7812,Miami,34,2663.66,REG-46324
Audi,Q7,Hybrid,CUST8868,Miami,49,23368.23,REG-68895
Mercedes,E-Class,Electric,CUST7700,New York,62,13092.12,REG-38379
Audi,A4,Hybrid,CUST7960,San Francisco,59,44761.59,REG-82327
Honda,CR-V,Hybrid,CUST4456,New York,21,63860.05,REG-30408
Mercedes,GLA,Electric,CUST6843,Boston,27,56898.51,REG-80743
Toyota,Camry,Electric,CUST8060,Dallas,34,2398.46,REG-74821
Honda,Pilot,Petrol,CUST4806,San Francisco,38,56670.95,REG-69026
Nissan,Murano,Electric,CUST2544,San Francisco,53,27339.07,REG-63462
Honda,Accord,Hybrid,CUST1893,Miami,44,73870.28,REG-92638
Audi,A3,Petrol,CUST4766,Denver,30,73063.67,REG-38475
Hyundai,Elantra,Hybrid,CUST5858,Chicago,44,20269.96,REG-82277
Audi,Q5,Petrol,CUST2500,New York,42,15096.77,REG-23199
Nissan,Rogue,Electric,CUST8411,Dallas,38,78662.14,REG-40021
Hyundai,Tucson,Hybrid,CUST4891,Miami,53,16357.32,REG-70539
Chevrolet,Tahoe,Petrol,CUST9789,Houston,55,49875.71,REG-75638
BMW,X5,Electric,CUST5801,Boston,43,6938.78,REG-38651
Honda,CR-V,Petrol,CUST9911,Dallas,31,71862.57,REG-75649
BMW,3 Series,Hybrid,CUST3982,Seattle,53,49976.8,REG-56885
Toyota,Camry,Diesel,CUST6630,Los Angeles,34,27634.58,REG-77837
Hyundai,Santa Fe,Petrol,CUST7783,Chicago,44,46922.51,REG-52215
Audi,A4,Petrol,CUST5119,Dallas,47,8563.79,REG-58747
Honda,Civic,Hybrid,CUST5804,Los Angeles,58,78493.1,REG-72446
Ford,Explorer,Hybrid,CUST6362,Boston,53,37750.24,REG-79412
Ford,Focus,Hybrid,CUST5570,Houston,23,73009.19,REG-29662
Toyota,Camry,Diesel,CUST8585,Boston,58,61827.6,REG-96717
Nissan,Murano,Electric,CUST9059,Houston,55,83447.52,REG-77235
Honda,CR-V,Petrol,CUST2879,Dallas,30,16953.45,REG-56426
Honda,Pilot,Diesel,CUST9032,San Francisco,32,74275.36,REG-34881
Nissan,Sentra,Hybrid,CUST2849,Los Angeles,31,71629.85,REG-87415
Kia,Sorento,Diesel,CUST6755,San Francisco,57,18642.79,REG-70766
Toyota,Rav4,Diesel,CUST3133,Los Angeles,69,57524.81,REG-26244
BMW,3 Series,Hybrid,CUST6266,Dallas,52,83486.19,REG-75005
Mercedes,GLA,Petrol,CUST6225,Houston,62,67009.92,REG-13836
Ford,Explorer,Hybrid,CUST4871,Boston,51,52292.27,REG-30755
Nissan,Sentra,Hybrid,CUST2531,Chicago,61,5810.33,REG-44542
Honda,Accord,Electric,CUST7076,Denver,19,71688.8,REG-74820
Honda,Accord,Electric,CUST6060,Chicago,32,70717.2,REG-82382
Ford,Explorer,Electric,CUST5696,Miami,49,23955.1,REG-40517
Kia,Soul,Petrol,CUST2825,Dallas,44,68645.74,REG-52144
Hyundai,Tucson,Electric,CUST8121,Boston,19,78901.28,REG-51512
Nissan,Murano,Electric,CUST5908,Chicago,20,53256.35,REG-39554
Ford,Escape,Hybrid,CUST9509,Chicago,60,35512.63,REG-53382
Chevrolet,Malibu,Electric,CUST9083,Chicago,69,7169.34,REG-40856
BMW,3 Series,Petrol,CUST3630,Chicago,47,7146.61,REG-22823
BMW,X3,Electric,CUST6450,Dallas,36,42834.75,REG-28786
Hyundai,Elantra,Petrol,CUST8169,Denver,52,84718.46,REG-88490
Chevrolet,Equinox,Electric,CUST8355,Miami,37,51686.4,REG-32847
BMW,X5,Petrol,CUST9944,Houston,39,3961.56,REG-40218
Ford,Explorer,Diesel,CUST1809,Chicago,35,8586.31,REG-98567
Honda,Pilot,Hybrid,CUST5416,Dallas,42,79192.3,REG-27383
Ford,Escape,Diesel,CUST2318,Seattle,62,41922.47,REG-66822
Chevrolet,Traverse,Petrol,CUST1998,Seattle,69,24700.1,REG-23578
Audi,A3,Hybrid,CUST4455,Houston,25,24491.01,REG-37630
Kia,Soul,Hybrid,CUST2905,Boston,20,74281.66,REG-77257
Chevrolet,Malibu,Petrol,CUST7234,Denver,63,77442.87,REG-91047
Hyundai,Santa Fe,Electric,CUST4194,Dallas,18,74556.92,REG-48582
Ford,Escape,Hybrid,CUST8975,Chicago,49,61200.43,REG-27315
Nissan,Sentra,Petrol,CUST7710,Boston,25,35674.58,REG-52151
Chevrolet,Malibu,Hybrid,CUST6183,Chicago,30,9195.52,REG-91694
Mercedes,E-Class,Electric,CUST8264,Boston,57,34074,REG-10914
Mercedes,GLC,Hybrid,CUST3845,Miami,23,27609.79,REG-41042
Audi,A4,Petrol,CUST4184,Los Angeles,70,84247.71,REG-78903
Mercedes,GLC,Petrol,CUST2107,Seattle,26,65375.19,REG-27186
Nissan,Sentra,Petrol,CUST9611,San Francisco,19,17248.54,REG-25844
Toyota,Corolla,Hybrid,CUST1781,Boston,49,6302.28,REG-78984
Nissan,Murano,Hybrid,CUST8519,Miami,69,49344.73,REG-63236
BMW,5 Series,Electric,CUST5520,Houston,46,78835.18,REG-61451
Honda,Civic,Hybrid,CUST5020,Los Angeles,61,35144.74,REG-65445
Hyundai,Santa Fe,Petrol,CUST5643,Denver,65,44991.14,REG-29798
Audi,A3,Electric,CUST4857,Boston,54,55541.76,REG-98699
Kia,Seltos,Electric,CUST5445,Chicago,40,4397.09,REG-30375
Mercedes,GLA,Hybrid,CUST2206,Dallas,43,35643.65,REG-73887
Kia,Seltos,Electric,CUST1097,Dallas,45,24927.99,REG-27068
BMW,X5,Petrol,CUST7043,Chicago,32,36063.37,REG-62686
Ford,Focus,Hybrid,CUST3850,New York,30,52125.37,REG-50103
BMW,3 Series,Petrol,CUST1732,Los Angeles,66,11815.11,REG-36506
Hyundai,Sonata,Diesel,CUST2672,Denver,43,8819.45,REG-86076
Ford,Explorer,Hybrid,CUST4592,Dallas,59,69560.96,REG-12809
Nissan,Altima,Electric,CUST5739,Seattle,45,19997.37,REG-42309
Nissan,Rogue,Electric,CUST6395,Los Angeles,41,14804.83,REG-22192
Nissan,Altima,Hybrid,CUST9480,San Francisco,32,29055.02,REG-86515
Hyundai,Tucson,Electric,CUST1046,Seattle,20,71668.77,REG-58249
Mercedes,GLA,Petrol,CUST5578,Chicago,58,39641.14,REG-80562
Nissan,Sentra,Electric,CUST6584,San Francisco,49,36559.19,REG-99757
Toyota,Corolla,Petrol,CUST4104,Houston,21,5280.6,REG-56141
Audi,A4,Hybrid,CUST4661,San Francisco,45,50473.9,REG-41476
Ford,Focus,Diesel,CUST8037,Houston,68,75334.78,REG-96291
Nissan,Murano,Hybrid,CUST3950,Seattle,44,48217.21,REG-82569
BMW,X5,Diesel,CUST6735,San Francisco,69,14380.49,REG-77837
Ford,Escape,Electric,CUST6810,Miami,42,68533.57,REG-38922
Mercedes,E-Class,Diesel,CUST5893,Boston,48,16380.17,REG-16716
Ford,Fusion,Electric,CUST3184,Chicago,62,3021.58,REG-81116
Ford,Fusion,Diesel,CUST7170,New York,41,42254.26,REG-24227
Ford,Fusion,Hybrid,CUST6123,Dallas,41,18030.63,REG-22438
Mercedes,E-Class,Electric,CUST4647,Houston,23,52887.9,REG-98149
Chevrolet,Equinox,Electric,CUST7996,Dallas,33,71831.5,REG-19795
Honda,Civic,Petrol,CUST2689,San Francisco,46,63190.89,REG-34370
Honda,Pilot,Diesel,CUST4026,Boston,70,33658.5,REG-72075
Kia,Soul,Diesel,CUST5286,Denver,69,3050.6,REG-43906
Nissan,Altima,Petrol,CUST2511,Miami,54,35909.04,REG-16142
Toyota,Corolla,Hybrid,CUST6353,Chicago,67,47944.26,REG-86545
Mercedes,GLC,Electric,CUST7451,Denver,34,22735.71,REG-18636
Honda,Civic,Hybrid,CUST8718,Boston,55,35135.84,REG-79972
Hyundai,Tucson,Electric,CUST9221,Denver,23,42187.41,REG-83953
Chevrolet,Equinox,Hybrid,CUST4145,San Francisco,58,19171.47,REG-35383
Honda,Accord,Electric,CUST5899,Houston,53,84120.01,REG-62256
Mercedes,C-Class,Diesel,CUST1213,Miami,36,28261.69,REG-87163
Kia,Soul,Hybrid,CUST8051,Miami,25,67683.34,REG-15856
BMW,3 Series,Hybrid,CUST3104,Dallas,42,6831.36,REG-94287
Honda,Civic,Petrol,CUST4781,Chicago,43,3445.64,REG-77227
Hyundai,Tucson,Electric,CUST2890,Seattle,49,5748.07,REG-54322
Honda,CR-V,Electric,CUST1437,Los Angeles,57,39018.62,REG-31564
Ford,Escape,Petrol,CUST5058,San Francisco,34,29708.14,REG-89028
Chevrolet,Traverse,Petrol,CUST3752,San Francisco,49,46691.49,REG-94363
Honda,Pilot,Hybrid,CUST5219,Seattle,68,11480.06,REG-22780
Ford,Fusion,Diesel,CUST6069,Boston,58,57848.3,REG-66126
Hyundai,Santa Fe,Diesel,CUST8996,Miami,49,40925.36,REG-44350
Nissan,Sentra,Petrol,CUST1884,Miami,25,65895.12,REG-95782
BMW,3 Series,Diesel,CUST1441,Los Angeles,62,67470.96,REG-84200
BMW,X3,Petrol,CUST2687,Seattle,46,22370.24,REG-27819
Toyota,Corolla,Hybrid,CUST8337,New York,54,21512.26,REG-65497
Audi,A4,Hybrid,CUST4465,New York,43,22743.12,REG-16830
Toyota,Camry,Hybrid,CUST8702,Miami,38,61962.42,REG-40328
Nissan,Rogue,Diesel,CUST4157,San Francisco,43,61489.01,REG-45390
Honda,Civic,Diesel,CUST9929,Boston,32,10458.24,REG-65083
Chevrolet,Malibu,Diesel,CUST5653,Boston,34,11544.22,REG-77267
Kia,Seltos,Electric,CUST1705,Miami,49,51851.49,REG-44302
Hyundai,Tucson,Hybrid,CUST3045,Dallas,25,37858.57,REG-66265
Mercedes,GLC,Diesel,CUST1303,Miami,63,20193.19,REG-71956
Mercedes,GLA,Electric,CUST2696,Boston,62,32739.07,REG-14873
Kia,Soul,Hybrid,CUST6914,San Francisco,47,6540.55,REG-14762
Nissan,Murano,Hybrid,CUST7269,Denver,60,11381.94,REG-63220
Nissan,Sentra,Petrol,CUST3002,Miami,38,81980.03,REG-59564
Hyundai,Tucson,Petrol,CUST6807,New York,56,81280.06,REG-97642
Honda,CR-V,Diesel,CUST9253,Seattle,69,22036.03,REG-42528
Chevrolet,Tahoe,Electric,CUST2729,Houston,26,25565.14,REG-89035
Kia,Soul,Hybrid,CUST3826,Dallas,68,15118.64,REG-88672
Ford,Fusion,Petrol,CUST7870,Dallas,67,42966.74,REG-18239
Nissan,Rogue,Hybrid,CUST7409,Miami,24,7053.72,REG-90882
Mercedes,GLA,Hybrid,CUST6822,Houston,33,62015.25,REG-40880
Chevrolet,Malibu,Diesel,CUST7613,Miami,61,31678.57,REG-70331
Ford,Focus,Petrol,CUST3919,New York,29,80771.61,REG-47939
BMW,5 Series,Diesel,CUST7184,Miami,48,51521.1,REG-74808
Nissan,Murano,Hybrid,CUST4353,New York,28,56530.66,REG-69074
Toyota,Camry,Electric,CUST8877,Miami,30,30882.75,REG-61477
Mercedes,GLC,Electric,CUST5422,Boston,46,74421.9,REG-12776
Honda,Accord,Hybrid,CUST7171,Chicago,68,47801.17,REG-13256
Nissan,Rogue,Hybrid,CUST9085,Seattle,26,22442.09,REG-66416
Mercedes,C-Class,Electric,CUST1550,Seattle,48,63728.16,REG-65370
Ford,Focus,Electric,CUST4101,New York,38,47318.36,REG-59659
Kia,Seltos,Hybrid,CUST8341,Seattle,53,68909.04,REG-83155
Chevrolet,Tahoe,Hybrid,CUST6476,Chicago,56,47598.69,REG-50750
Honda,CR-V,Diesel,CUST6826,Los Angeles,59,23350.35,REG-55407
Audi,Q5,Electric,CUST9662,Seattle,41,17591.62,REG-46502
Nissan,Murano,Petrol,CUST9480,Denver,39,4743.21,REG-65521
Nissan,Sentra,Petrol,CUST5852,Miami,69,19589.16,REG-14481
Kia,Sportage,Electric,CUST5139,Chicago,68,5592.45,REG-69395
Toyota,Rav4,Petrol,CUST3418,Seattle,34,32943.98,REG-44500
Mercedes,GLA,Petrol,CUST4334,Seattle,52,85018.24,REG-55271
Chevrolet,Tahoe,Electric,CUST5901,Boston,61,65693.14,REG-44506
Mercedes,E-Class,Petrol,CUST3029,Boston,34,64324.1,REG-42163
Chevrolet,Equinox,Petrol,CUST4367,Boston,50,14729.17,REG-15663
Honda,Accord,Hybrid,CUST7006,New York,20,30878.91,REG-82579
Hyundai,Elantra,Hybrid,CUST9885,San Francisco,69,59776.36,REG-53118
Chevrolet,Equinox,Diesel,CUST8100,New York,45,70094.36,REG-46729
Mercedes,C-Class,Petrol,CUST6412,Denver,47,66013.57,REG-48983
Mercedes,E-Class,Petrol,CUST5197,Dallas,32,68796.94,REG-70155
Hyundai,Santa Fe,Petrol,CUST7877,Denver,27,44255.09,REG-76718
Hyundai,Santa Fe,Electric,CUST4587,Boston,48,62487.8,REG-35521
Toyota,Highlander,Petrol,CUST1237,Denver,55,79943.8,REG-33086
BMW,3 Series,Hybrid,CUST8779,Los Angeles,59,12032.64,REG-53706
Kia,Sportage,Electric,CUST8760,Chicago,25,48924.68,REG-55951
Chevrolet,Malibu,Electric,CUST6172,Los Angeles,20,8965.35,REG-32382
Audi,A4,Hybrid,CUST3423,Dallas,22,38240.82,REG-11181
Honda,Pilot,Petrol,CUST7448,Boston,20,58802.33,REG-11035
Toyota,Highlander,Electric,CUST4800,Chicago,50,7023.85,REG-69653
Ford,Escape,Electric,CUST6290,New York,47,18142.74,REG-13268
Toyota,Corolla,Diesel,CUST1919,Denver,34,78878.32,REG-21362
Audi,Q7,Petrol,CUST6720,Houston,40,11912.64,REG-47938
BMW,3 Series,Electric,CUST7617,Houston,25,43400.73,REG-54653
Kia,Sorento,Diesel,CUST5695,New York,38,8070.41,REG-62405
Chevrolet,Equinox,Diesel,CUST5164,Denver,31,65026.06,REG-11379
Mercedes,E-Class,Diesel,CUST1755,Boston,18,82387.65,REG-54556
Kia,Sorento,Petrol,CUST5991,Seattle,20,26952.56,REG-98351
Toyota,Highlander,Diesel,CUST9548,Los Angeles,35,41960.67,REG-76543
Ford,Escape,Diesel,CUST1545,Denver,19,54361.02,REG-82142
Honda,Civic,Electric,CUST8969,New York,51,76496.92,REG-95698
BMW,X5,Petrol,CUST9119,Denver,61,28885.58,REG-19291
Ford,Fusion,Electric,CUST4723,Boston,38,35613.35,REG-88687
Kia,Soul,Petrol,CUST9782,New York,39,65773.4,REG-31521
Kia,Soul,Hybrid,CUST2131,Denver,63,22534.79,REG-17766
Mercedes,GLA,Electric,CUST2103,Seattle,38,67185.94,REG-81947
Audi,Q5,Electric,CUST8764,Dallas,57,8666.97,REG-55430
Honda,CR-V,Electric,CUST7630,Boston,24,23381.49,REG-89232
Hyundai,Elantra,Diesel,CUST8028,Houston,47,27557,REG-40467
Mercedes,GLC,Diesel,CUST6823,Dallas,41,39332.64,REG-36356
Ford,Fusion,Diesel,CUST6615,Dallas,69,62853.82,REG-60452
Audi,Q7,Electric,CUST8524,Dallas,67,58499.09,REG-41191
Nissan,Altima,Petrol,CUST4145,New York,64,8176.64,REG-93869
Chevrolet,Malibu,Petrol,CUST7483,Miami,41,22397.59,REG-13729
BMW,X5,Petrol,CUST7916,Miami,65,16228.03,REG-24109
Honda,Pilot,Hybrid,CUST3996,Houston,53,26246.02,REG-25911
Kia,Seltos,Diesel,CUST1597,Houston,18,51910.56,REG-96714
Kia,Soul,Hybrid,CUST2816,Dallas,47,31502.59,REG-84092
Mercedes,GLA,Petrol,CUST9250,Chicago,34,39587.43,REG-89171
Hyundai,Tucson,Electric,CUST8441,Seattle,47,79630.52,REG-23804
BMW,X3,Electric,CUST8386,Houston,26,5625.3,REG-84280
Audi,A4,Diesel,CUST4160,Los Angeles,47,61140.28,REG-55508
Hyundai,Santa Fe,Electric,CUST6146,Dallas,40,60859.02,REG-72105
BMW,X3,Petrol,CUST2267,Los Angeles,41,6474.27,REG-38311
Hyundai,Tucson,Diesel,CUST4631,San Francisco,48,61334.1,REG-40602
Ford,Fusion,Hybrid,CUST3072,Chicago,47,25717.27,REG-47251
Toyota,Corolla,Hybrid,CUST1746,Denver,33,44013.95,REG-87188
Ford,Fusion,Petrol,CUST3536,Dallas,66,35935.11,REG-73983
BMW,5 Series,Diesel,CUST6006,Seattle,46,21126.32,REG-59847
Ford,Fusion,Diesel,CUST9123,San Francisco,44,44557.11,REG-45820
Hyundai,Tucson,Diesel,CUST4678,Chicago,67,37610.16,REG-46536
Kia,Sorento,Hybrid,CUST8382,Chicago,58,5023,REG-44180
Hyundai,Elantra,Electric,CUST2611,Chicago,51,33360.43,REG-85918
Nissan,Rogue,Electric,CUST2454,Seattle,57,39170.7,REG-17622
Chevrolet,Malibu,Hybrid,CUST7007,New York,27,49792.82,REG-31227
Honda,Civic,Hybrid,CUST5001,Chicago,47,66294.68,REG-68128
Chevrolet,Tahoe,Diesel,CUST1620,Seattle,58,38379.89,REG-53671
Toyota,Camry,Diesel,CUST9425,Houston,55,24427.31,REG-90872
Honda,Accord,Hybrid,CUST2692,New York,70,80043.09,REG-99152
Hyundai,Elantra,Hybrid,CUST3882,Boston,66,73834.71,REG-13799
Honda,Pilot,Electric,CUST2826,Dallas,54,42255.9,REG-29182
Kia,Soul,Electric,CUST4306,Chicago,64,51993.54,REG-24586
BMW,5 Series,Hybrid,CUST2979,Denver,55,69682.75,REG-78450
Mercedes,GLA,Hybrid,CUST7776,New York,58,9343.72,REG-52380
BMW,X3,Petrol,CUST5429,Seattle,38,81164.32,REG-76564
BMW,5 Series,Petrol,CUST6702,Denver,18,39016.86,REG-73332
Hyundai,Tucson,Petrol,CUST5891,New York,61,7066.85,REG-45043
Audi,A4,Diesel,CUST3005,Boston,64,24983.08,REG-14742
Audi,Q5,Petrol,CUST2588,San Francisco,49,26580.72,REG-58044
BMW,X5,Diesel,CUST1065,Miami,28,61126.18,REG-77857
Mercedes,GLA,Petrol,CUST4475,Boston,22,27034.95,REG-55128
Audi,Q7,Electric,CUST4475,San Francisco,49,16543.04,REG-10708
Chevrolet,Equinox,Diesel,CUST3437,Dallas,40,43938.85,REG-41876
Audi,Q7,Electric,CUST8517,Houston,43,23608.21,REG-64684
Ford,Explorer,Diesel,CUST8572,Dallas,40,9135.44,REG-10347
Chevrolet,Traverse,Diesel,CUST9149,Los Angeles,53,75746.27,REG-75898
Ford,Fusion,Petrol,CUST2909,Denver,63,23352.94,REG-32283
Honda,Accord,Electric,CUST9604,Chicago,42,70106.78,REG-45450
Honda,Accord,Petrol,CUST6401,Los Angeles,27,43217.98,REG-85093
Nissan,Rogue,Hybrid,CUST6590,Miami,28,23641.45,REG-22036
Ford,Fusion,Electric,CUST2727,San Francisco,61,53648.65,REG-20914
Honda,Accord,Diesel,CUST9751,Dallas,67,72300.05,REG-72374
Hyundai,Elantra,Petrol,CUST9439,New York,56,48280.94,REG-10167
Nissan,Rogue,Hybrid,CUST8584,Boston,48,36285.59,REG-96652
Mercedes,GLC,Diesel,CUST1453,Dallas,59,83643.99,REG-56590
Chevrolet,Traverse,Diesel,CUST8771,Boston,37,30932.58,REG-81261
BMW,X3,Petrol,CUST8859,Chicago,63,50111.63,REG-32136
Toyota,Camry,Hybrid,CUST6202,Miami,58,20680.88,REG-33428
BMW,X3,Electric,CUST8516,San Francisco,56,17180.82,REG-25894
Ford,Escape,Diesel,CUST6396,Houston,68,78540.89,REG-92900
Audi,Q7,Hybrid,CUST6552,Boston,65,83764.33,REG-51961
Audi,Q5,Petrol,CUST2403,San Francisco,25,43271.37,REG-13486
Ford,Focus,Hybrid,CUST6057,Los Angeles,66,31526.26,REG-86147
Chevrolet,Malibu,Electric,CUST5781,Dallas,28,61663.78,REG-84250
Honda,Accord,Hybrid,CUST5109,San Francisco,66,68886.32,REG-98183
Chevrolet,Traverse,Hybrid,CUST9814,Denver,19,38755.4,REG-71054
Toyota,Corolla,Electric,CUST2145,Dallas,52,16871.37,REG-66621
BMW,X3,Diesel,CUST9069,San Francisco,32,33228.2,REG-22015
Honda,Pilot,Electric,CUST7602,Chicago,42,49196.12,REG-60210
BMW,X3,Petrol,CUST1694,Boston,29,78534.61,REG-54079
Toyota,Camry,Hybrid,CUST9848,Chicago,30,30548.44,REG-11203
Kia,Sportage,Electric,CUST1320,Los Angeles,29,25354.01,REG-51013
Chevrolet,Tahoe,Petrol,CUST8052,Los Angeles,68,56185.41,REG-99565
Kia,Soul,Petrol,CUST1431,Boston,21,65643.43,REG-49771
Kia,Sorento,Petrol,CUST5218,Seattle,56,75481.71,REG-99083
Honda,Civic,Diesel,CUST2611,Boston,52,66843.86,REG-22772
Audi,Q5,Hybrid,CUST3998,Seattle,54,10496.8,REG-11342
Nissan,Altima,Diesel,CUST5084,Seattle,23,3188.42,REG-48034
Ford,Escape,Diesel,CUST4159,San Francisco,53,5496.62,REG-47696
BMW,X3,Electric,CUST3114,Boston,23,49751.72,REG-77513
Mercedes,GLC,Petrol,CUST1614,Seattle,50,68232.07,REG-99611
BMW,X5,Diesel,CUST6626,Seattle,23,57663.69,REG-80202
Toyota,Rav4,Diesel,CUST7827,Dallas,31,28966.72,REG-72615
Ford,Escape,Hybrid,CUST6068,New York,57,46233.2,REG-41151
Ford,Fusion,Electric,CUST2710,Los Angeles,58,70658.82,REG-74827
Mercedes,E-Class,Diesel,CUST7384,San Francisco,31,81257.95,REG-58575
Ford,Explorer,Diesel,CUST3959,Denver,70,50289.1,REG-51398
Hyundai,Sonata,Diesel,CUST6427,Seattle,24,13775.79,REG-93487
Honda,CR-V,Petrol,CUST3483,Boston,66,47813.65,REG-82109
Chevrolet,Malibu,Diesel,CUST8932,San Francisco,58,71399.37,REG-58606
Chevrolet,Malibu,Hybrid,CUST4176,Los Angeles,26,80972.39,REG-61111
Ford,Focus,Petrol,CUST5424,Los Angeles,60,69834.66,REG-18588
Kia,Soul,Petrol,CUST6946,Seattle,28,31119.8,REG-13504
